,entity,orig_arc,final_arc,arc_reduce,orig_sdArc,final_sdArc,sdArc_reduce
2148,I28P37,32,32,0%,2,2,0%
2149,I28P38,32,32,0%,2,2,0%
2150,I28P39,32,32,0%,2,2,0%
2151,I28P40,32,32,0%,2,2,0%
2152,I28P41,32,32,0%,2,2,0%
2153,I28P42,32,32,0%,2,2,0%
2154,I28P43,32,32,0%,2,2,0%
2155,I28P44,32,32,0%,2,2,0%
2156,I28P45,32,32,0%,2,2,0%
2157,I28P46,32,32,0%,2,2,0%
2158,I28P47,32,32,0%,2,2,0%
2159,I28P48,32,32,0%,2,2,0%
2160,I28P49,32,32,0%,2,2,0%
2161,I28P50,32,32,0%,2,2,0%
2162,I28P51,32,32,0%,2,2,0%
2163,I28P52,32,32,0%,2,2,0%
2164,I28P53,32,32,0%,2,2,0%
2165,I28P54,32,32,0%,2,2,0%
2166,I28P55,32,32,0%,2,2,0%
2167,I28P56,32,32,0%,2,2,0%
2168,I28P57,32,32,0%,2,2,0%
2169,I28P58,32,32,0%,2,2,0%
2170,I28P59,32,32,0%,2,2,0%
2171,I28P60,32,32,0%,2,2,0%
2172,I28P61,32,32,0%,2,2,0%
2173,I29P00,166,50,70%,2,2,0%
2174,I29P01,166,50,70%,2,2,0%
2175,I29P02,166,50,70%,2,2,0%
2176,I29P03,166,50,70%,2,2,0%
2177,I29P04,166,50,70%,2,2,0%
2178,I29P05,166,50,70%,2,2,0%
2179,I29P06,166,50,70%,2,2,0%
2180,I29P07,166,50,70%,2,2,0%
2181,I29P08,166,50,70%,2,2,0%
2182,I29P09,166,50,70%,2,2,0%
2183,I29P10,166,50,70%,2,2,0%
2184,I29P11,166,50,70%,2,2,0%
2185,I29P12,166,50,70%,2,2,0%
2186,I29P13,166,50,70%,2,2,0%
2187,I29P14,166,50,70%,2,2,0%
2188,I29P15,166,50,70%,2,2,0%
2189,I29P16,166,50,70%,2,2,0%
2190,I29P17,166,50,70%,2,2,0%
2191,I29P18,166,50,70%,2,2,0%
2192,I29P19,166,50,70%,2,2,0%
2193,I29P20,166,50,70%,2,2,0%
2194,I29P21,166,50,70%,2,2,0%
2195,I29P22,166,50,70%,2,2,0%
2196,I29P23,166,50,70%,2,2,0%
2197,I29P24,166,50,70%,2,2,0%
2198,I29P25,166,50,70%,2,2,0%
2199,I29P26,166,50,70%,2,2,0%
2200,I29P27,166,50,70%,2,2,0%
2201,I29P28,166,50,70%,2,2,0%
2202,I29P29,166,50,70%,2,2,0%
2203,I29P30,166,50,70%,2,2,0%
2204,I29P31,166,50,70%,2,2,0%
2205,I29P32,166,50,70%,2,2,0%
2206,I29P33,166,50,70%,2,2,0%
2207,I29P34,166,50,70%,2,2,0%
2208,I29P35,166,50,70%,2,2,0%
2209,I29P36,166,50,70%,2,2,0%
2210,I29P37,166,50,70%,2,2,0%
2211,I29P38,166,50,70%,2,2,0%
2212,I29P39,166,50,70%,2,2,0%
2213,I29P40,166,50,70%,2,2,0%
2214,I29P41,166,50,70%,2,2,0%
2215,I29P42,166,50,70%,2,2,0%
2216,I29P43,166,50,70%,2,2,0%
2217,I29P44,166,50,70%,2,2,0%
2218,I29P45,166,50,70%,2,2,0%
2219,I29P46,166,50,70%,2,2,0%
2220,I29P47,166,50,70%,2,2,0%
2221,I29P48,166,50,70%,2,2,0%
2222,I29P49,166,50,70%,2,2,0%
2223,I29P50,166,50,70%,2,2,0%
2224,I29P51,166,50,70%,2,2,0%
2225,I29P52,166,50,70%,2,2,0%
2226,I29P53,166,50,70%,2,2,0%
2227,I29P54,166,50,70%,2,2,0%
2228,I29P55,166,50,70%,2,2,0%
2229,I29P56,166,50,70%,2,2,0%
2230,I29P57,166,50,70%,2,2,0%
2231,I29P58,166,50,70%,2,2,0%
2232,I29P59,166,50,70%,2,2,0%
2233,I29P60,166,50,70%,2,2,0%
2234,I29P61,166,50,70%,2,2,0%
2235,I29P62,166,50,70%,2,2,0%
2236,I29P63,166,50,70%,2,2,0%
2237,I29P64,166,50,70%,2,2,0%
2238,I29P65,166,50,70%,2,2,0%
2239,I29P66,166,50,70%,2,2,0%
2240,I29P67,166,50,70%,2,2,0%
2241,I29P68,166,50,70%,2,2,0%
2242,I29P69,166,50,70%,2,2,0%
2243,I29P70,166,50,70%,2,2,0%
2244,I29P71,166,50,70%,2,2,0%
2245,I29P72,166,50,70%,2,2,0%
2246,I29P73,166,50,70%,2,2,0%
2247,I29P74,166,50,70%,2,2,0%
2248,I29P75,166,50,70%,2,2,0%
2249,I29P76,166,50,70%,2,2,0%
2250,I29P77,166,50,70%,2,2,0%
2251,I29P78,166,50,70%,2,2,0%
2252,I29P79,166,50,70%,2,2,0%
2253,I29P80,166,50,70%,2,2,0%
2254,I29P81,166,50,70%,2,2,0%
2255,I29P82,166,50,70%,2,2,0%
2256,I29P83,166,50,70%,2,2,0%
2257,I29P84,166,50,70%,2,2,0%
2258,I29P85,166,50,70%,2,2,0%
2259,I29P86,166,50,70%,2,2,0%
2260,I29P87,166,50,70%,2,2,0%
2261,I29P88,166,50,70%,2,2,0%
2262,I29P89,166,50,70%,2,2,0%
2263,I29P90,166,50,70%,2,2,0%
2264,I29P91,166,50,70%,2,2,0%
2265,I29P92,166,50,70%,2,2,0%
2266,I29P93,166,50,70%,2,2,0%
2267,I29P94,166,50,70%,2,2,0%
2268,I29P95,166,50,70%,2,2,0%
2269,I30P00,24,24,0%,2,2,0%
2270,I30P01,24,24,0%,2,2,0%
2271,I30P02,24,24,0%,2,2,0%
2272,I30P03,24,24,0%,2,2,0%
2273,I30P04,24,24,0%,2,2,0%
2274,I30P05,24,24,0%,2,2,0%
2275,I30P06,24,24,0%,2,2,0%
2276,I30P07,24,24,0%,2,2,0%
2277,I30P08,24,24,0%,2,2,0%
2278,I30P09,24,24,0%,2,2,0%
2279,I30P10,24,24,0%,2,2,0%
2280,I30P11,24,24,0%,2,2,0%
2281,I30P12,24,24,0%,2,2,0%
2282,I30P13,24,24,0%,2,2,0%
2283,I30P14,24,24,0%,2,2,0%
2284,I30P15,24,24,0%,2,2,0%
2285,I30P16,24,24,0%,2,2,0%
2286,I30P17,24,24,0%,2,2,0%
2287,I30P18,24,24,0%,2,2,0%
2288,I30P19,24,24,0%,2,2,0%
2289,I30P20,24,24,0%,2,2,0%
2290,I30P21,24,24,0%,2,2,0%
2291,I30P22,24,24,0%,2,2,0%
2292,I30P23,24,24,0%,2,2,0%
2293,I30P24,24,24,0%,2,2,0%
2294,I30P25,24,24,0%,2,2,0%
2295,I30P26,24,24,0%,2,2,0%
2296,I30P27,24,24,0%,2,2,0%
2297,I30P28,24,24,0%,2,2,0%
2298,I30P29,24,24,0%,2,2,0%
2299,I30P30,24,24,0%,2,2,0%
2300,I30P31,24,24,0%,2,2,0%
2301,I30P32,24,24,0%,2,2,0%
2302,I30P33,24,24,0%,2,2,0%
2303,I30P34,24,24,0%,2,2,0%
2304,I30P35,24,24,0%,2,2,0%
2305,I30P36,24,24,0%,2,2,0%
2306,I30P37,24,24,0%,2,2,0%
2307,I30P38,24,24,0%,2,2,0%
2308,I30P39,24,24,0%,2,2,0%
2309,I30P40,24,24,0%,2,2,0%
2310,I30P41,24,24,0%,2,2,0%
2311,I30P42,24,24,0%,2,2,0%
2312,I30P43,24,24,0%,2,2,0%
2313,I30P44,24,24,0%,2,2,0%
2314,I30P45,24,24,0%,2,2,0%
2315,I30P46,24,24,0%,2,2,0%
2316,I30P47,24,24,0%,2,2,0%
2317,I30P48,24,24,0%,2,2,0%
2318,I30P49,24,24,0%,2,2,0%
2319,I30P50,24,24,0%,2,2,0%
2320,I30P51,24,24,0%,2,2,0%
2321,I31P00,80,44,45%,2,2,0%
2322,I31P01,80,44,45%,2,2,0%
2323,I31P02,80,44,45%,2,2,0%
2324,I31P03,80,44,45%,2,2,0%
2325,I31P04,80,44,45%,2,2,0%
2326,I31P05,80,44,45%,2,2,0%
2327,I31P06,80,44,45%,2,2,0%
2328,I31P07,80,44,45%,2,2,0%
2329,I31P08,80,44,45%,2,2,0%
2330,I31P09,80,44,45%,2,2,0%
2331,I31P10,80,44,45%,2,2,0%
2332,I31P11,80,44,45%,2,2,0%
2333,I31P12,80,44,45%,2,2,0%
2334,I31P13,80,44,45%,2,2,0%
2335,I31P14,80,44,45%,2,2,0%
2336,I31P15,80,44,45%,2,2,0%
2337,I31P16,80,44,45%,2,2,0%
2338,I31P17,80,44,45%,2,2,0%
2339,I31P18,80,44,45%,2,2,0%
2340,I31P19,80,44,45%,2,2,0%
2341,I31P20,80,44,45%,2,2,0%
2342,I31P21,80,44,45%,2,2,0%
2343,I31P22,80,44,45%,2,2,0%
2344,I31P23,80,44,45%,2,2,0%
2345,I31P24,80,44,45%,2,2,0%
2346,I31P25,80,44,45%,2,2,0%
2347,I31P26,80,44,45%,2,2,0%
2348,I31P27,80,44,45%,2,2,0%
2349,I31P28,80,44,45%,2,2,0%
2350,I31P29,80,44,45%,2,2,0%
2351,I31P30,80,44,45%,2,2,0%
2352,I31P31,80,44,45%,2,2,0%
2353,I31P32,80,44,45%,2,2,0%
2354,I31P33,80,44,45%,2,2,0%
2355,I31P34,80,44,45%,2,2,0%
2356,I31P35,80,44,45%,2,2,0%
2357,I31P36,80,44,45%,2,2,0%
2358,I31P37,80,44,45%,2,2,0%
2359,I31P38,80,44,45%,2,2,0%
2360,I31P39,80,44,45%,2,2,0%
2361,I31P40,80,44,45%,2,2,0%
2362,I31P41,80,44,45%,2,2,0%
2363,I31P42,80,44,45%,2,2,0%
2364,I31P43,80,44,45%,2,2,0%
2365,I31P44,80,44,45%,2,2,0%
2366,I31P45,80,44,45%,2,2,0%
2367,I31P46,80,44,45%,2,2,0%
2368,I31P47,80,44,45%,2,2,0%
2369,I31P48,80,44,45%,2,2,0%
2370,I31P49,80,44,45%,2,2,0%
2371,I31P50,80,44,45%,2,2,0%
2372,I31P51,80,44,45%,2,2,0%
2373,I31P52,80,44,45%,2,2,0%
2374,I31P53,80,44,45%,2,2,0%
2375,I31P54,80,44,45%,2,2,0%
2376,I31P55,80,44,45%,2,2,0%
2377,I31P56,80,44,45%,2,2,0%
2378,I31P57,80,44,45%,2,2,0%
2379,I31P58,80,44,45%,2,2,0%
2380,I31P59,80,44,45%,2,2,0%
2381,I31P60,80,44,45%,2,2,0%
2382,I31P61,80,44,45%,2,2,0%
2383,I31P62,80,44,45%,2,2,0%
2384,I31P63,80,44,45%,2,2,0%
2385,I31P64,80,44,45%,2,2,0%
2386,I31P65,80,44,45%,2,2,0%
2387,I31P66,80,44,45%,2,2,0%
2388,I31P67,80,44,45%,2,2,0%
2389,I31P68,80,44,45%,2,2,0%
2390,I31P69,80,44,45%,2,2,0%
2391,I31P70,80,44,45%,2,2,0%
2392,I31P71,80,44,45%,2,2,0%
2393,I31P72,80,44,45%,2,2,0%
2394,I31P73,80,44,45%,2,2,0%
2395,I31P74,80,44,45%,2,2,0%
2396,I31P75,80,44,45%,2,2,0%
2397,I31P76,80,44,45%,2,2,0%
2398,I31P77,80,44,45%,2,2,0%
2399,I31P78,80,44,45%,2,2,0%
2400,I31P79,80,44,45%,2,2,0%
2401,I31P80,80,44,45%,2,2,0%
2402,I31P81,80,44,45%,2,2,0%
2403,I31P82,80,44,45%,2,2,0%
2404,I31P83,80,44,45%,2,2,0%
2405,I31P84,80,44,45%,2,2,0%
2406,I31P85,80,44,45%,2,2,0%
2407,I31P86,80,44,45%,2,2,0%
2408,I31P87,80,44,45%,2,2,0%
2409,I31P88,80,44,45%,2,2,0%
2410,I31P89,80,44,45%,2,2,0%
2411,I31P90,80,44,45%,2,2,0%
2412,I31P91,80,44,45%,2,2,0%
2413,I31P92,80,44,45%,2,2,0%
2414,I31P93,80,44,45%,2,2,0%
2415,I31P94,80,44,45%,2,2,0%
2416,I31P95,80,44,45%,2,2,0%
2417,I32P00,18,18,0%,2,2,0%
2418,I32P01,18,18,0%,2,2,0%
2419,I32P02,18,18,0%,2,2,0%
2420,I32P03,18,18,0%,2,2,0%
2421,I32P04,18,18,0%,2,2,0%
2422,I32P05,18,18,0%,2,2,0%
2423,I32P06,18,18,0%,2,2,0%
2424,I32P07,18,18,0%,2,2,0%
2425,I32P08,18,18,0%,2,2,0%
2426,I32P09,18,18,0%,2,2,0%
2427,I32P10,18,18,0%,2,2,0%
2428,I32P11,18,18,0%,2,2,0%
2429,I32P12,18,18,0%,2,2,0%
2430,I32P13,18,18,0%,2,2,0%
2431,I32P14,18,18,0%,2,2,0%
2432,I32P15,18,18,0%,2,2,0%
2433,I32P16,18,18,0%,2,2,0%
2434,I32P17,18,18,0%,2,2,0%
2435,I32P18,18,18,0%,2,2,0%
2436,I32P19,18,18,0%,2,2,0%
2437,I32P20,18,18,0%,2,2,0%
2438,I32P21,18,18,0%,2,2,0%
2439,I32P22,18,18,0%,2,2,0%
2440,I32P23,18,18,0%,2,2,0%
2441,I32P24,18,18,0%,2,2,0%
2442,I32P25,18,18,0%,2,2,0%
2443,I32P26,18,18,0%,2,2,0%
2444,I32P27,18,18,0%,2,2,0%
2445,I32P28,18,18,0%,2,2,0%
2446,I32P29,18,18,0%,2,2,0%
2447,I32P30,18,18,0%,2,2,0%
2448,I32P31,18,18,0%,2,2,0%
2449,I32P32,18,18,0%,2,2,0%
2450,I32P33,18,18,0%,2,2,0%
2451,I32P34,18,18,0%,2,2,0%
2452,I32P35,18,18,0%,2,2,0%
2453,I32P36,18,18,0%,2,2,0%
2454,I32P37,18,18,0%,2,2,0%
2455,I32P38,18,18,0%,2,2,0%
2456,I32P39,18,18,0%,2,2,0%
2457,I32P40,18,18,0%,2,2,0%
2458,I32P41,18,18,0%,2,2,0%
2459,I32P42,18,18,0%,2,2,0%
2460,I32P43,18,18,0%,2,2,0%
2461,I32P44,18,18,0%,2,2,0%
2462,I32P45,18,18,0%,2,2,0%
2463,I32P46,18,18,0%,2,2,0%
2464,I32P47,18,18,0%,2,2,0%
2465,I32P48,18,18,0%,2,2,0%
2466,I32P49,18,18,0%,2,2,0%
2467,I32P50,18,18,0%,2,2,0%
2468,I32P51,18,18,0%,2,2,0%
2469,I32P52,18,18,0%,2,2,0%
2470,I32P53,18,18,0%,2,2,0%
2471,I32P54,18,18,0%,2,2,0%
2472,I32P55,18,18,0%,2,2,0%
2473,I32P56,18,18,0%,2,2,0%
2474,I32P57,18,18,0%,2,2,0%
2475,I32P58,18,18,0%,2,2,0%
2476,I32P59,18,18,0%,2,2,0%
2477,I32P60,18,18,0%,2,2,0%
2478,I32P61,18,18,0%,2,2,0%
2479,I32P62,18,18,0%,2,2,0%
2480,I32P63,18,18,0%,2,2,0%
2481,I32P64,18,18,0%,2,2,0%
2482,I32P65,18,18,0%,2,2,0%
2483,I32P66,18,18,0%,2,2,0%
2484,I32P67,18,18,0%,2,2,0%
2485,I32P68,18,18,0%,2,2,0%
2486,I32P69,18,18,0%,2,2,0%
2487,I32P70,18,18,0%,2,2,0%
2488,I32P71,18,18,0%,2,2,0%
2489,I32P72,18,18,0%,2,2,0%
2490,I32P73,18,18,0%,2,2,0%
2491,I32P74,18,18,0%,2,2,0%
2492,I32P75,18,18,0%,2,2,0%
2493,I32P76,18,18,0%,2,2,0%
2494,I32P77,18,18,0%,2,2,0%
2495,I32P78,18,18,0%,2,2,0%
2496,I32P79,18,18,0%,2,2,0%
2497,I32P80,18,18,0%,2,2,0%
2498,I32P81,18,18,0%,2,2,0%
2499,I32P82,18,18,0%,2,2,0%
2500,I32P83,18,18,0%,2,2,0%
2501,I32P84,18,18,0%,2,2,0%
2502,I32P85,18,18,0%,2,2,0%
2503,I32P86,18,18,0%,2,2,0%
2504,I32P87,18,18,0%,2,2,0%
2505,I32P88,18,18,0%,2,2,0%
2506,I32P89,18,18,0%,2,2,0%
2507,I32P90,18,18,0%,2,2,0%
2508,I32P91,18,18,0%,2,2,0%
2509,I32P92,18,18,0%,2,2,0%
2510,I32P93,18,18,0%,2,2,0%
2511,I32P94,18,18,0%,2,2,0%
2512,I32P95,18,18,0%,2,2,0%
2513,I33P00,237,49,79%,3,3,0%
2514,I33P01,237,49,79%,3,3,0%
2515,I33P02,237,49,79%,3,3,0%
2516,I33P03,237,49,79%,3,3,0%
2517,I33P04,237,49,79%,3,3,0%
2518,I33P05,237,49,79%,3,3,0%
2519,I33P06,237,49,79%,3,3,0%
2520,I33P07,237,49,79%,3,3,0%
2521,I33P08,237,49,79%,3,3,0%
2522,I33P09,237,49,79%,3,3,0%
2523,I33P10,237,49,79%,3,3,0%
2524,I33P11,237,49,79%,3,3,0%
2525,I33P12,237,49,79%,3,3,0%
2526,I33P13,237,49,79%,3,3,0%
2527,I33P14,237,49,79%,3,3,0%
2528,I33P15,237,49,79%,3,3,0%
2529,I34P00,23,23,0%,2,2,0%
2530,I34P01,23,23,0%,2,2,0%
2531,I34P02,23,23,0%,2,2,0%
2532,I34P03,23,23,0%,2,2,0%
2533,I34P04,23,23,0%,2,2,0%
2534,I34P05,23,23,0%,2,2,0%
2535,I34P06,23,23,0%,2,2,0%
2536,I34P07,23,23,0%,2,2,0%
2537,I34P08,23,23,0%,2,2,0%
2538,I34P09,23,23,0%,2,2,0%
2539,I34P10,23,23,0%,2,2,0%
2540,I34P11,23,23,0%,2,2,0%
2541,I34P12,23,23,0%,2,2,0%
2542,I34P13,23,23,0%,2,2,0%
2543,I34P14,23,23,0%,2,2,0%
2544,I34P15,23,23,0%,2,2,0%
2545,I34P16,23,23,0%,2,2,0%
2546,I34P17,23,23,0%,2,2,0%
2547,I34P18,23,23,0%,2,2,0%
2548,I34P19,23,23,0%,2,2,0%
2549,I34P20,23,23,0%,2,2,0%
2550,I34P21,23,23,0%,2,2,0%
2551,I34P22,23,23,0%,2,2,0%
2552,I34P23,23,23,0%,2,2,0%
2553,I34P24,23,23,0%,2,2,0%
2554,I34P25,23,23,0%,2,2,0%
2555,I34P26,23,23,0%,2,2,0%
2556,I34P27,23,23,0%,2,2,0%
2557,I34P28,23,23,0%,2,2,0%
2558,I34P29,23,23,0%,2,2,0%
2559,I34P30,23,23,0%,2,2,0%
2560,I34P31,23,23,0%,2,2,0%
2561,I34P32,23,23,0%,2,2,0%
2562,I34P33,23,23,0%,2,2,0%
2563,I34P34,23,23,0%,2,2,0%
2564,I34P35,23,23,0%,2,2,0%
2565,I34P36,23,23,0%,2,2,0%
2566,I34P37,23,23,0%,2,2,0%
2567,I34P38,23,23,0%,2,2,0%
2568,I34P39,23,23,0%,2,2,0%
2569,I34P40,23,23,0%,2,2,0%
2570,I34P41,23,23,0%,2,2,0%
2571,I34P42,23,23,0%,2,2,0%
2572,I34P43,23,23,0%,2,2,0%
2573,I34P44,23,23,0%,2,2,0%
2574,I34P45,23,23,0%,2,2,0%
2575,I34P46,23,23,0%,2,2,0%
2576,I34P47,23,23,0%,2,2,0%
2577,I34P48,23,23,0%,2,2,0%
2578,I34P49,23,23,0%,2,2,0%
2579,I34P50,23,23,0%,2,2,0%
2580,I34P51,23,23,0%,2,2,0%
2581,I34P52,23,23,0%,2,2,0%
2582,I34P53,23,23,0%,2,2,0%
2583,I34P54,23,23,0%,2,2,0%
2584,I34P55,23,23,0%,2,2,0%
2585,I34P56,23,23,0%,2,2,0%
2586,I34P57,23,23,0%,2,2,0%
2587,I34P58,23,23,0%,2,2,0%
2588,I34P59,23,23,0%,2,2,0%
2589,I34P60,23,23,0%,2,2,0%
2590,I34P61,23,23,0%,2,2,0%
2591,I34P62,23,23,0%,2,2,0%
2592,I34P63,23,23,0%,2,2,0%
2593,I34P64,23,23,0%,2,2,0%
2594,I34P65,23,23,0%,2,2,0%
2595,I34P66,23,23,0%,2,2,0%
2596,I34P67,23,23,0%,2,2,0%
2597,I34P68,23,23,0%,2,2,0%
2598,I34P69,23,23,0%,2,2,0%
2599,I34P70,23,23,0%,2,2,0%
2600,I34P71,23,23,0%,2,2,0%
2601,I34P72,23,23,0%,2,2,0%
2602,I34P73,23,23,0%,2,2,0%
2603,I34P74,23,23,0%,2,2,0%
2604,I34P75,23,23,0%,2,2,0%
2605,I34P76,23,23,0%,2,2,0%
2606,I34P77,23,23,0%,2,2,0%
2607,I34P78,23,23,0%,2,2,0%
2608,I34P79,23,23,0%,2,2,0%
2609,I35P00,12,12,0%,2,2,0%
2610,I35P01,12,12,0%,2,2,0%
2611,I35P02,12,12,0%,2,2,0%
2612,I35P03,12,12,0%,2,2,0%
2613,I35P04,12,12,0%,2,2,0%
2614,I35P05,12,12,0%,2,2,0%
2615,I35P06,12,12,0%,2,2,0%
2616,I35P07,12,12,0%,2,2,0%
2617,I35P08,12,12,0%,2,2,0%
2618,I35P09,12,12,0%,2,2,0%
2619,I35P10,12,12,0%,2,2,0%
2620,I35P11,12,12,0%,2,2,0%
2621,I35P12,12,12,0%,2,2,0%
2622,I35P13,12,12,0%,2,2,0%
2623,I35P14,12,12,0%,2,2,0%
2624,I35P15,12,12,0%,2,2,0%
2625,I35P16,12,12,0%,2,2,0%
2626,I35P17,12,12,0%,2,2,0%
2627,I35P18,12,12,0%,2,2,0%
2628,I35P19,12,12,0%,2,2,0%
2629,I35P20,12,12,0%,2,2,0%
2630,I35P21,12,12,0%,2,2,0%
2631,I35P22,12,12,0%,2,2,0%
2632,I35P23,12,12,0%,2,2,0%
2633,I35P24,12,12,0%,2,2,0%
2634,I35P25,12,12,0%,2,2,0%
2635,I35P26,12,12,0%,2,2,0%
2636,I35P27,12,12,0%,2,2,0%
2637,I35P28,12,12,0%,2,2,0%
2638,I35P29,12,12,0%,2,2,0%
2639,I35P30,12,12,0%,2,2,0%
2640,I35P31,12,12,0%,2,2,0%
2641,I35P32,12,12,0%,2,2,0%
2642,I35P33,12,12,0%,2,2,0%
2643,I35P34,12,12,0%,2,2,0%
2644,I35P35,12,12,0%,2,2,0%
2645,I35P36,12,12,0%,2,2,0%
2646,I35P37,12,12,0%,2,2,0%
2647,I35P38,12,12,0%,2,2,0%
2648,I35P39,12,12,0%,2,2,0%
2649,I35P40,12,12,0%,2,2,0%
2650,I35P41,12,12,0%,2,2,0%
2651,I35P42,12,12,0%,2,2,0%
2652,I35P43,12,12,0%,2,2,0%
2653,I35P44,12,12,0%,2,2,0%
2654,I35P45,12,12,0%,2,2,0%
2655,I35P46,12,12,0%,2,2,0%
2656,I35P47,12,12,0%,2,2,0%
2657,I35P48,12,12,0%,2,2,0%
2658,I35P49,12,12,0%,2,2,0%
2659,I35P50,12,12,0%,2,2,0%
2660,I35P51,12,12,0%,2,2,0%
2661,I35P52,12,12,0%,2,2,0%
2662,I35P53,12,12,0%,2,2,0%
2663,I35P54,12,12,0%,2,2,0%
2664,I35P55,12,12,0%,2,2,0%
2665,I35P56,12,12,0%,2,2,0%
2666,I35P57,12,12,0%,2,2,0%
2667,I35P58,12,12,0%,2,2,0%
2668,I35P59,12,12,0%,2,2,0%
2669,I35P60,12,12,0%,2,2,0%
2670,I35P61,12,12,0%,2,2,0%
2671,I35P62,12,12,0%,2,2,0%
2672,I35P63,12,12,0%,2,2,0%
2673,I35P64,12,12,0%,2,2,0%
2674,I35P65,12,12,0%,2,2,0%
2675,I35P66,12,12,0%,2,2,0%
2676,I35P67,12,12,0%,2,2,0%
2677,I35P68,12,12,0%,2,2,0%
2678,I35P69,12,12,0%,2,2,0%
2679,I35P70,12,12,0%,2,2,0%
2680,I35P71,12,12,0%,2,2,0%
2681,I35P72,12,12,0%,2,2,0%
2682,I35P73,12,12,0%,2,2,0%
2683,I35P74,12,12,0%,2,2,0%
2684,I35P75,12,12,0%,2,2,0%
2685,I35P76,12,12,0%,2,2,0%
2686,I35P77,12,12,0%,2,2,0%
2687,I35P78,12,12,0%,2,2,0%
2688,I35P79,12,12,0%,2,2,0%
2689,I35P80,12,12,0%,2,2,0%
2690,I35P81,12,12,0%,2,2,0%
2691,I35P82,12,12,0%,2,2,0%
2692,I35P83,12,12,0%,2,2,0%
2693,I35P84,12,12,0%,2,2,0%
2694,I35P85,12,12,0%,2,2,0%
2695,I35P86,12,12,0%,2,2,0%
2696,I35P87,12,12,0%,2,2,0%
2697,I35P88,12,12,0%,2,2,0%
2698,I35P89,12,12,0%,2,2,0%
2699,I35P90,12,12,0%,2,2,0%
2700,I35P91,12,12,0%,2,2,0%
2701,I35P92,12,12,0%,2,2,0%
2702,I35P93,12,12,0%,2,2,0%
2703,I35P94,12,12,0%,2,2,0%
2704,I35P95,12,12,0%,2,2,0%
2705,I36P00,8,8,0%,2,2,0%
2706,I36P01,8,8,0%,2,2,0%
2707,I36P02,8,8,0%,2,2,0%
2708,I36P03,8,8,0%,2,2,0%
2709,I36P04,8,8,0%,2,2,0%
2710,I36P05,8,8,0%,2,2,0%
2711,I36P06,8,8,0%,2,2,0%
2712,I36P07,8,8,0%,2,2,0%
2713,I36P08,8,8,0%,2,2,0%
2714,I36P09,8,8,0%,2,2,0%
2715,I36P10,8,8,0%,2,2,0%
2716,I36P11,8,8,0%,2,2,0%
2717,I36P12,8,8,0%,2,2,0%
2718,I36P13,8,8,0%,2,2,0%
2719,I36P14,8,8,0%,2,2,0%
2720,I36P15,8,8,0%,2,2,0%
2721,I36P16,8,8,0%,2,2,0%
2722,I36P17,8,8,0%,2,2,0%
2723,I36P18,8,8,0%,2,2,0%
2724,I36P19,8,8,0%,2,2,0%
2725,I36P20,8,8,0%,2,2,0%
2726,I36P21,8,8,0%,2,2,0%
2727,I36P22,8,8,0%,2,2,0%
2728,I36P23,8,8,0%,2,2,0%
2729,I36P24,8,8,0%,2,2,0%
2730,I36P25,8,8,0%,2,2,0%
2731,I36P26,8,8,0%,2,2,0%
2732,I36P27,8,8,0%,2,2,0%
2733,I36P28,8,8,0%,2,2,0%
2734,I36P29,8,8,0%,2,2,0%
2735,I36P30,8,8,0%,2,2,0%
2736,I36P31,8,8,0%,2,2,0%
2737,I36P32,8,8,0%,2,2,0%
2738,I36P33,8,8,0%,2,2,0%
2739,I36P34,8,8,0%,2,2,0%
2740,I36P35,8,8,0%,2,2,0%
2741,I36P36,8,8,0%,2,2,0%
2742,I36P37,8,8,0%,2,2,0%
2743,I36P38,8,8,0%,2,2,0%
2744,I36P39,8,8,0%,2,2,0%
2745,I36P40,8,8,0%,2,2,0%
2746,I36P41,8,8,0%,2,2,0%
2747,I36P42,8,8,0%,2,2,0%
2748,I36P43,8,8,0%,2,2,0%
2749,I36P44,8,8,0%,2,2,0%
2750,I36P45,8,8,0%,2,2,0%
2751,I36P46,8,8,0%,2,2,0%
2752,I36P47,8,8,0%,2,2,0%
2753,I36P48,8,8,0%,2,2,0%
2754,I36P49,8,8,0%,2,2,0%
2755,I36P50,8,8,0%,2,2,0%
2756,I36P51,8,8,0%,2,2,0%
2757,I36P52,8,8,0%,2,2,0%
2758,I36P53,8,8,0%,2,2,0%
2759,I36P54,8,8,0%,2,2,0%
2760,I36P55,8,8,0%,2,2,0%
2761,I36P56,8,8,0%,2,2,0%
2762,I36P57,8,8,0%,2,2,0%
2763,I36P58,8,8,0%,2,2,0%
2764,I36P59,8,8,0%,2,2,0%
2765,I36P60,8,8,0%,2,2,0%
2766,I36P61,8,8,0%,2,2,0%
2767,I36P62,8,8,0%,2,2,0%
2768,I36P63,8,8,0%,2,2,0%
2769,I36P64,8,8,0%,2,2,0%
2770,I36P65,8,8,0%,2,2,0%
2771,I36P66,8,8,0%,2,2,0%
2772,I36P67,8,8,0%,2,2,0%
2773,I36P68,8,8,0%,2,2,0%
2774,I36P69,8,8,0%,2,2,0%
2775,I36P70,8,8,0%,2,2,0%
2776,I36P71,8,8,0%,2,2,0%
2777,I36P72,8,8,0%,2,2,0%
2778,I36P73,8,8,0%,2,2,0%
2779,I36P74,8,8,0%,2,2,0%
2780,I36P75,8,8,0%,2,2,0%
2781,I36P76,8,8,0%,2,2,0%
