,entity,orig_arc,final_arc,arc_reduce,orig_sdArc,final_sdArc,sdArc_reduce
2782,I36P77,8,8,0%,2,2,0%
2783,I36P78,8,8,0%,2,2,0%
2784,I36P79,8,8,0%,2,2,0%
2785,I36P80,8,8,0%,2,2,0%
2786,I36P81,8,8,0%,2,2,0%
2787,I36P82,8,8,0%,2,2,0%
2788,I36P83,8,8,0%,2,2,0%
2789,I36P84,8,8,0%,2,2,0%
2790,I36P85,8,8,0%,2,2,0%
2791,I36P86,8,8,0%,2,2,0%
2792,I36P87,8,8,0%,2,2,0%
2793,I36P88,8,8,0%,2,2,0%
2794,I36P89,8,8,0%,2,2,0%
2795,I36P90,8,8,0%,2,2,0%
2796,I36P91,8,8,0%,2,2,0%
2797,I36P92,8,8,0%,2,2,0%
2798,I36P93,8,8,0%,2,2,0%
2799,I36P94,8,8,0%,2,2,0%
2800,I36P95,8,8,0%,2,2,0%
2801,I37P00,6,6,0%,2,2,0%
2802,I37P01,6,6,0%,2,2,0%
2803,I37P02,6,6,0%,2,2,0%
2804,I37P03,6,6,0%,2,2,0%
2805,I37P04,6,6,0%,2,2,0%
2806,I37P05,6,6,0%,2,2,0%
2807,I37P06,6,6,0%,2,2,0%
2808,I37P07,6,6,0%,2,2,0%
2809,I37P08,6,6,0%,2,2,0%
2810,I37P09,6,6,0%,2,2,0%
2811,I37P10,6,6,0%,2,2,0%
2812,I37P11,6,6,0%,2,2,0%
2813,I37P12,6,6,0%,2,2,0%
2814,I37P13,6,6,0%,2,2,0%
2815,I37P14,6,6,0%,2,2,0%
2816,I37P15,6,6,0%,2,2,0%
2817,I37P16,6,6,0%,2,2,0%
2818,I37P17,6,6,0%,2,2,0%
2819,I37P18,6,6,0%,2,2,0%
2820,I37P19,6,6,0%,2,2,0%
2821,I37P20,6,6,0%,2,2,0%
2822,I37P21,6,6,0%,2,2,0%
2823,I37P22,6,6,0%,2,2,0%
2824,I37P23,6,6,0%,2,2,0%
2825,I37P24,6,6,0%,2,2,0%
2826,I37P25,6,6,0%,2,2,0%
2827,I37P26,6,6,0%,2,2,0%
2828,I37P27,6,6,0%,2,2,0%
2829,I37P28,6,6,0%,2,2,0%
2830,I37P29,6,6,0%,2,2,0%
2831,I37P30,6,6,0%,2,2,0%
2832,I37P31,6,6,0%,2,2,0%
2833,I37P32,6,6,0%,2,2,0%
2834,I37P33,6,6,0%,2,2,0%
2835,I37P34,6,6,0%,2,2,0%
2836,I37P35,6,6,0%,2,2,0%
2837,I37P36,6,6,0%,2,2,0%
2838,I37P37,6,6,0%,2,2,0%
2839,I37P38,6,6,0%,2,2,0%
2840,I37P39,6,6,0%,2,2,0%
2841,I37P40,6,6,0%,2,2,0%
2842,I37P41,6,6,0%,2,2,0%
2843,I37P42,6,6,0%,2,2,0%
2844,I37P43,6,6,0%,2,2,0%
2845,I37P44,6,6,0%,2,2,0%
2846,I37P45,6,6,0%,2,2,0%
2847,I37P46,6,6,0%,2,2,0%
2848,I37P47,6,6,0%,2,2,0%
2849,I37P48,6,6,0%,2,2,0%
2850,I37P49,6,6,0%,2,2,0%
2851,I37P50,6,6,0%,2,2,0%
2852,I37P51,6,6,0%,2,2,0%
2853,I37P52,6,6,0%,2,2,0%
2854,I37P53,6,6,0%,2,2,0%
2855,I37P54,6,6,0%,2,2,0%
2856,I37P55,6,6,0%,2,2,0%
2857,I37P56,6,6,0%,2,2,0%
2858,I37P57,6,6,0%,2,2,0%
2859,I37P58,6,6,0%,2,2,0%
2860,I37P59,6,6,0%,2,2,0%
2861,I37P60,6,6,0%,2,2,0%
2862,I37P61,6,6,0%,2,2,0%
2863,I37P62,6,6,0%,2,2,0%
2864,I37P63,6,6,0%,2,2,0%
2865,I37P64,6,6,0%,2,2,0%
2866,I37P65,6,6,0%,2,2,0%
2867,I37P66,6,6,0%,2,2,0%
2868,I37P67,6,6,0%,2,2,0%
2869,I37P68,6,6,0%,2,2,0%
2870,I37P69,6,6,0%,2,2,0%
2871,I37P70,6,6,0%,2,2,0%
2872,I37P71,6,6,0%,2,2,0%
2873,I37P72,6,6,0%,2,2,0%
2874,I37P73,6,6,0%,2,2,0%
2875,I37P74,6,6,0%,2,2,0%
2876,I37P75,6,6,0%,2,2,0%
2877,I37P76,6,6,0%,2,2,0%
2878,I37P77,6,6,0%,2,2,0%
2879,I37P78,6,6,0%,2,2,0%
2880,I37P79,6,6,0%,2,2,0%
2881,I37P80,6,6,0%,2,2,0%
2882,I37P81,6,6,0%,2,2,0%
2883,I37P82,6,6,0%,2,2,0%
2884,I37P83,6,6,0%,2,2,0%
2885,I37P84,6,6,0%,2,2,0%
2886,I37P85,6,6,0%,2,2,0%
2887,I37P86,6,6,0%,2,2,0%
2888,I37P87,6,6,0%,2,2,0%
2889,I37P88,6,6,0%,2,2,0%
2890,I37P89,6,6,0%,2,2,0%
2891,I37P90,6,6,0%,2,2,0%
2892,I37P91,6,6,0%,2,2,0%
2893,I37P92,6,6,0%,2,2,0%
2894,I37P93,6,6,0%,2,2,0%
2895,I37P94,6,6,0%,2,2,0%
2896,I37P95,6,6,0%,2,2,0%
2897,I38P00,42,42,0%,2,2,0%
2898,I38P01,42,42,0%,2,2,0%
2899,I38P02,42,42,0%,2,2,0%
2900,I38P03,42,42,0%,2,2,0%
2901,I38P04,42,42,0%,2,2,0%
2902,I38P05,42,42,0%,2,2,0%
2903,I38P06,42,42,0%,2,2,0%
2904,I38P07,42,42,0%,2,2,0%
2905,I38P08,42,42,0%,2,2,0%
2906,I38P09,42,42,0%,2,2,0%
2907,I38P10,42,42,0%,2,2,0%
2908,I38P11,42,42,0%,2,2,0%
2909,I38P12,42,42,0%,2,2,0%
2910,I38P13,42,42,0%,2,2,0%
2911,I38P14,42,42,0%,2,2,0%
2912,I38P15,42,42,0%,2,2,0%
2913,I38P16,42,42,0%,2,2,0%
2914,I38P17,42,42,0%,2,2,0%
2915,I38P18,42,42,0%,2,2,0%
2916,I38P19,42,42,0%,2,2,0%
2917,I38P20,42,42,0%,2,2,0%
2918,I38P21,42,42,0%,2,2,0%
2919,I38P22,42,42,0%,2,2,0%
2920,I38P23,42,42,0%,2,2,0%
2921,I38P24,42,42,0%,2,2,0%
2922,I38P25,42,42,0%,2,2,0%
2923,I38P26,42,42,0%,2,2,0%
2924,I38P27,42,42,0%,2,2,0%
2925,I38P28,42,42,0%,2,2,0%
2926,I38P29,42,42,0%,2,2,0%
2927,I38P30,42,42,0%,2,2,0%
2928,I38P31,42,42,0%,2,2,0%
2929,I38P32,42,42,0%,2,2,0%
2930,I38P33,42,42,0%,2,2,0%
2931,I38P34,42,42,0%,2,2,0%
2932,I39P00,246,49,80%,2,2,0%
2933,I39P01,246,49,80%,2,2,0%
2934,I39P02,246,49,80%,2,2,0%
2935,I39P03,246,49,80%,2,2,0%
2936,I39P04,246,49,80%,2,2,0%
2937,I39P05,246,49,80%,2,2,0%
2938,I39P06,246,49,80%,2,2,0%
2939,I39P07,246,49,80%,2,2,0%
2940,I39P08,246,49,80%,2,2,0%
2941,I39P09,246,49,80%,2,2,0%
2942,I39P10,246,49,80%,2,2,0%
2943,I39P11,246,49,80%,2,2,0%
2944,I39P12,246,49,80%,2,2,0%
2945,I39P13,246,49,80%,2,2,0%
2946,I39P14,246,49,80%,2,2,0%
2947,I39P15,246,49,80%,2,2,0%
2948,I39P16,246,49,80%,2,2,0%
2949,I39P17,246,49,80%,2,2,0%
2950,I39P18,246,49,80%,2,2,0%
2951,I39P19,246,49,80%,2,2,0%
2952,I39P20,246,49,80%,2,2,0%
2953,I39P21,246,49,80%,2,2,0%
2954,I39P22,246,49,80%,2,2,0%
2955,I39P23,246,49,80%,2,2,0%
2956,I39P24,246,49,80%,2,2,0%
2957,I39P25,246,49,80%,2,2,0%
2958,I39P26,246,49,80%,2,2,0%
2959,I39P27,246,49,80%,2,2,0%
2960,I39P28,246,49,80%,2,2,0%
2961,I39P29,246,49,80%,2,2,0%
2962,I39P30,246,49,80%,2,2,0%
2963,I39P31,246,49,80%,2,2,0%
2964,I39P32,246,49,80%,2,2,0%
2965,I39P33,246,49,80%,2,2,0%
2966,I39P34,246,49,80%,2,2,0%
2967,I39P35,246,49,80%,2,2,0%
2968,I39P36,246,49,80%,2,2,0%
2969,I39P37,246,49,80%,2,2,0%
2970,I39P38,246,49,80%,2,2,0%
2971,I39P39,246,49,80%,2,2,0%
2972,I39P40,246,49,80%,2,2,0%
2973,I39P41,246,49,80%,2,2,0%
2974,I39P42,246,49,80%,2,2,0%
2975,I39P43,246,49,80%,2,2,0%
2976,I39P44,246,49,80%,2,2,0%
2977,I39P45,246,49,80%,2,2,0%
2978,I39P46,246,49,80%,2,2,0%
2979,I39P47,246,49,80%,2,2,0%
2980,I39P48,246,49,80%,2,2,0%
2981,I39P49,246,49,80%,2,2,0%
2982,I39P50,246,49,80%,2,2,0%
2983,I39P51,246,49,80%,2,2,0%
2984,I39P52,246,49,80%,2,2,0%
2985,I39P53,246,49,80%,2,2,0%
2986,I39P54,246,49,80%,2,2,0%
2987,I39P55,246,49,80%,2,2,0%
2988,I39P56,246,49,80%,2,2,0%
2989,I39P57,246,49,80%,2,2,0%
2990,I39P58,246,49,80%,2,2,0%
2991,I39P59,246,49,80%,2,2,0%
2992,I39P60,246,49,80%,2,2,0%
2993,I39P61,246,49,80%,2,2,0%
2994,I39P62,246,49,80%,2,2,0%
2995,I39P63,246,49,80%,2,2,0%
2996,I39P64,246,49,80%,2,2,0%
2997,I39P65,246,49,80%,2,2,0%
2998,I39P66,246,49,80%,2,2,0%
2999,I39P67,246,49,80%,2,2,0%
3000,I39P68,246,49,80%,2,2,0%
3001,I39P69,246,49,80%,2,2,0%
3002,I39P70,246,49,80%,2,2,0%
3003,I39P71,246,49,80%,2,2,0%
3004,I39P72,246,49,80%,2,2,0%
3005,I39P73,246,49,80%,2,2,0%
3006,I39P74,246,49,80%,2,2,0%
3007,I39P75,246,49,80%,2,2,0%
3008,I39P76,246,49,80%,2,2,0%
3009,I39P77,246,49,80%,2,2,0%
3010,I39P78,246,49,80%,2,2,0%
3011,I39P79,246,49,80%,2,2,0%
3012,I39P80,246,49,80%,2,2,0%
3013,I39P81,246,49,80%,2,2,0%
3014,I39P82,246,49,80%,2,2,0%
3015,I39P83,246,49,80%,2,2,0%
3016,I39P84,246,49,80%,2,2,0%
3017,I39P85,246,49,80%,2,2,0%
3018,I39P86,246,49,80%,2,2,0%
3019,I39P87,246,49,80%,2,2,0%
3020,I39P88,246,49,80%,2,2,0%
3021,I39P89,246,49,80%,2,2,0%
3022,I39P90,246,49,80%,2,2,0%
3023,I39P91,246,49,80%,2,2,0%
3024,I39P92,246,49,80%,2,2,0%
3025,I39P93,246,49,80%,2,2,0%
3026,I39P94,246,49,80%,2,2,0%
3027,I39P95,246,49,80%,2,2,0%
3028,I40P00,34,34,0%,2,2,0%
3029,I40P01,34,34,0%,2,2,0%
3030,I40P02,34,34,0%,2,2,0%
3031,I40P03,34,34,0%,2,2,0%
3032,I40P04,34,34,0%,2,2,0%
3033,I40P05,34,34,0%,2,2,0%
3034,I40P06,34,34,0%,2,2,0%
3035,I40P07,34,34,0%,2,2,0%
3036,I40P08,34,34,0%,2,2,0%
3037,I40P09,34,34,0%,2,2,0%
3038,I40P10,34,34,0%,2,2,0%
3039,I40P11,34,34,0%,2,2,0%
3040,I40P12,34,34,0%,2,2,0%
3041,I40P13,34,34,0%,2,2,0%
3042,I40P14,34,34,0%,2,2,0%
3043,I40P15,34,34,0%,2,2,0%
3044,I40P16,34,34,0%,2,2,0%
3045,I40P17,34,34,0%,2,2,0%
3046,I40P18,34,34,0%,2,2,0%
3047,I40P19,34,34,0%,2,2,0%
3048,I40P20,34,34,0%,2,2,0%
3049,I40P21,34,34,0%,2,2,0%
3050,I40P22,34,34,0%,2,2,0%
3051,I40P23,34,34,0%,2,2,0%
3052,I40P24,34,34,0%,2,2,0%
3053,I40P25,34,34,0%,2,2,0%
3054,I40P26,34,34,0%,2,2,0%
3055,I40P27,34,34,0%,2,2,0%
3056,I40P28,34,34,0%,2,2,0%
3057,I40P29,34,34,0%,2,2,0%
3058,I40P30,34,34,0%,2,2,0%
3059,I40P31,34,34,0%,2,2,0%
3060,I40P32,34,34,0%,2,2,0%
3061,I40P33,34,34,0%,2,2,0%
3062,I40P34,34,34,0%,2,2,0%
3063,I40P35,34,34,0%,2,2,0%
3064,I40P36,34,34,0%,2,2,0%
3065,I40P37,34,34,0%,2,2,0%
3066,I40P38,34,34,0%,2,2,0%
3067,I40P39,34,34,0%,2,2,0%
3068,I40P40,34,34,0%,2,2,0%
3069,I40P41,34,34,0%,2,2,0%
3070,I40P42,34,34,0%,2,2,0%
3071,I40P43,34,34,0%,2,2,0%
3072,I40P44,34,34,0%,2,2,0%
3073,I40P45,34,34,0%,2,2,0%
3074,I40P46,34,34,0%,2,2,0%
3075,I40P47,34,34,0%,2,2,0%
3076,I40P48,34,34,0%,2,2,0%
3077,I40P49,34,34,0%,2,2,0%
3078,I40P50,34,34,0%,2,2,0%
3079,I40P51,34,34,0%,2,2,0%
3080,I40P52,34,34,0%,2,2,0%
3081,I40P53,34,34,0%,2,2,0%
3082,I40P54,34,34,0%,2,2,0%
3083,I40P55,34,34,0%,2,2,0%
3084,I40P56,34,34,0%,2,2,0%
3085,I40P57,34,34,0%,2,2,0%
3086,I40P58,34,34,0%,2,2,0%
3087,I40P59,34,34,0%,2,2,0%
3088,I40P60,34,34,0%,2,2,0%
3089,I40P61,34,34,0%,2,2,0%
3090,I40P62,34,34,0%,2,2,0%
3091,I40P63,34,34,0%,2,2,0%
3092,I40P64,34,34,0%,2,2,0%
3093,I40P65,34,34,0%,2,2,0%
3094,I40P66,34,34,0%,2,2,0%
3095,I40P67,34,34,0%,2,2,0%
3096,I40P68,34,34,0%,2,2,0%
3097,I40P69,34,34,0%,2,2,0%
3098,I40P70,34,34,0%,2,2,0%
3099,I40P71,34,34,0%,2,2,0%
3100,I40P72,34,34,0%,2,2,0%
3101,I40P73,34,34,0%,2,2,0%
3102,I40P74,34,34,0%,2,2,0%
3103,I40P75,34,34,0%,2,2,0%
3104,I40P76,34,34,0%,2,2,0%
3105,I40P77,34,34,0%,2,2,0%
3106,I40P78,34,34,0%,2,2,0%
3107,I40P79,34,34,0%,2,2,0%
3108,I40P80,34,34,0%,2,2,0%
3109,I40P81,34,34,0%,2,2,0%
3110,I40P82,34,34,0%,2,2,0%
3111,I40P83,34,34,0%,2,2,0%
3112,I40P84,34,34,0%,2,2,0%
3113,I40P85,34,34,0%,2,2,0%
3114,I40P86,34,34,0%,2,2,0%
3115,I40P87,34,34,0%,2,2,0%
3116,I40P88,34,34,0%,2,2,0%
3117,I40P89,34,34,0%,2,2,0%
3118,I40P90,34,34,0%,2,2,0%
3119,I40P91,34,34,0%,2,2,0%
3120,I40P92,34,34,0%,2,2,0%
3121,I40P93,34,34,0%,2,2,0%
3122,I40P94,34,34,0%,2,2,0%
3123,I40P95,34,34,0%,2,2,0%
3124,I41P00,485,50,90%,3,3,0%
3125,I41P01,485,50,90%,3,3,0%
3126,I41P02,485,50,90%,3,3,0%
3127,I41P03,485,50,90%,3,3,0%
3128,I41P04,485,50,90%,3,3,0%
3129,I41P05,485,50,90%,3,3,0%
3130,I41P06,485,50,90%,3,3,0%
3131,I41P07,485,50,90%,3,3,0%
3132,I41P08,485,50,90%,3,3,0%
3133,I41P09,485,50,90%,3,3,0%
3134,I41P10,485,50,90%,3,3,0%
3135,I41P11,485,50,90%,3,3,0%
3136,I41P12,485,50,90%,3,3,0%
3137,I41P13,485,50,90%,3,3,0%
3138,I41P14,485,50,90%,3,3,0%
3139,I41P15,485,50,90%,3,3,0%
3140,I41P16,485,50,90%,3,3,0%
3141,I41P17,485,50,90%,3,3,0%
3142,I41P18,485,50,90%,3,3,0%
3143,I41P19,485,50,90%,3,3,0%
3144,I41P20,485,50,90%,3,3,0%
3145,I41P21,485,50,90%,3,3,0%
3146,I41P22,485,50,90%,3,3,0%
3147,I41P23,485,50,90%,3,3,0%
3148,I41P24,485,50,90%,3,3,0%
3149,I41P25,485,50,90%,3,3,0%
3150,I41P26,485,50,90%,3,3,0%
3151,I41P27,485,50,90%,3,3,0%
3152,I41P28,485,50,90%,3,3,0%
3153,I41P29,485,50,90%,3,3,0%
3154,I41P30,485,50,90%,3,3,0%
3155,I41P31,485,50,90%,3,3,0%
3156,I41P32,485,50,90%,3,3,0%
3157,I41P33,485,50,90%,3,3,0%
3158,I41P34,485,50,90%,3,3,0%
3159,I41P35,485,50,90%,3,3,0%
3160,I41P36,485,50,90%,3,3,0%
3161,I41P37,485,50,90%,3,3,0%
3162,I41P38,485,50,90%,3,3,0%
3163,I41P39,485,50,90%,3,3,0%
3164,I41P40,485,50,90%,3,3,0%
3165,I41P41,485,50,90%,3,3,0%
3166,I41P42,485,50,90%,3,3,0%
3167,I41P43,485,50,90%,3,3,0%
3168,I41P44,485,50,90%,3,3,0%
3169,I42P00,178,50,72%,2,2,0%
3170,I42P01,178,50,72%,2,2,0%
3171,I42P02,178,50,72%,2,2,0%
3172,I42P03,178,50,72%,2,2,0%
3173,I42P04,178,50,72%,2,2,0%
3174,I42P05,178,50,72%,2,2,0%
3175,I42P06,178,50,72%,2,2,0%
3176,I42P07,178,50,72%,2,2,0%
3177,I42P08,178,50,72%,2,2,0%
3178,I42P09,178,50,72%,2,2,0%
3179,I42P10,178,50,72%,2,2,0%
3180,I42P11,178,50,72%,2,2,0%
3181,I42P12,178,50,72%,2,2,0%
3182,I42P13,178,50,72%,2,2,0%
3183,I42P14,178,50,72%,2,2,0%
3184,I42P15,178,50,72%,2,2,0%
3185,I42P16,178,50,72%,2,2,0%
3186,I42P17,178,50,72%,2,2,0%
3187,I42P18,178,50,72%,2,2,0%
3188,I42P19,178,50,72%,2,2,0%
3189,I42P20,178,50,72%,2,2,0%
3190,I42P21,178,50,72%,2,2,0%
3191,I42P22,178,50,72%,2,2,0%
3192,I42P23,178,50,72%,2,2,0%
3193,I42P24,178,50,72%,2,2,0%
3194,I42P25,178,50,72%,2,2,0%
3195,I42P26,178,50,72%,2,2,0%
3196,I42P27,178,50,72%,2,2,0%
3197,I42P28,178,50,72%,2,2,0%
3198,I42P29,178,50,72%,2,2,0%
3199,I42P30,178,50,72%,2,2,0%
3200,I42P31,178,50,72%,2,2,0%
3201,I42P32,178,50,72%,2,2,0%
3202,I42P33,178,50,72%,2,2,0%
3203,I42P34,178,50,72%,2,2,0%
3204,I42P35,178,50,72%,2,2,0%
3205,I42P36,178,50,72%,2,2,0%
3206,I42P37,178,50,72%,2,2,0%
3207,I42P38,178,50,72%,2,2,0%
3208,I42P39,178,50,72%,2,2,0%
3209,I42P40,178,50,72%,2,2,0%
3210,I42P41,178,50,72%,2,2,0%
3211,I42P42,178,50,72%,2,2,0%
3212,I42P43,178,50,72%,2,2,0%
3213,I42P44,178,50,72%,2,2,0%
3214,I42P45,178,50,72%,2,2,0%
3215,I42P46,178,50,72%,2,2,0%
3216,I42P47,178,50,72%,2,2,0%
3217,I42P48,178,50,72%,2,2,0%
3218,I42P49,178,50,72%,2,2,0%
3219,I42P50,178,50,72%,2,2,0%
3220,I43P00,16,16,0%,2,2,0%
3221,I43P01,16,16,0%,2,2,0%
3222,I43P02,16,16,0%,2,2,0%
3223,I43P03,16,16,0%,2,2,0%
3224,I43P04,16,16,0%,2,2,0%
3225,I43P05,16,16,0%,2,2,0%
3226,I43P06,16,16,0%,2,2,0%
3227,I43P07,16,16,0%,2,2,0%
3228,I43P08,16,16,0%,2,2,0%
3229,I43P09,16,16,0%,2,2,0%
3230,I43P10,16,16,0%,2,2,0%
3231,I43P11,16,16,0%,2,2,0%
3232,I43P12,16,16,0%,2,2,0%
3233,I43P13,16,16,0%,2,2,0%
3234,I43P14,16,16,0%,2,2,0%
3235,I43P15,16,16,0%,2,2,0%
3236,I43P16,16,16,0%,2,2,0%
3237,I43P17,16,16,0%,2,2,0%
3238,I43P18,16,16,0%,2,2,0%
3239,I43P19,16,16,0%,2,2,0%
3240,I43P20,16,16,0%,2,2,0%
3241,I43P21,16,16,0%,2,2,0%
3242,I43P22,16,16,0%,2,2,0%
3243,I43P23,16,16,0%,2,2,0%
3244,I43P24,16,16,0%,2,2,0%
3245,I43P25,16,16,0%,2,2,0%
3246,I43P26,16,16,0%,2,2,0%
3247,I43P27,16,16,0%,2,2,0%
3248,I43P28,16,16,0%,2,2,0%
3249,I43P29,16,16,0%,2,2,0%
3250,I43P30,16,16,0%,2,2,0%
3251,I43P31,16,16,0%,2,2,0%
3252,I43P32,16,16,0%,2,2,0%
3253,I43P33,16,16,0%,2,2,0%
3254,I43P34,16,16,0%,2,2,0%
3255,I43P35,16,16,0%,2,2,0%
3256,I43P36,16,16,0%,2,2,0%
3257,I43P37,16,16,0%,2,2,0%
3258,I43P38,16,16,0%,2,2,0%
3259,I43P39,16,16,0%,2,2,0%
3260,I43P40,16,16,0%,2,2,0%
3261,I43P41,16,16,0%,2,2,0%
3262,I43P42,16,16,0%,2,2,0%
3263,I43P43,16,16,0%,2,2,0%
3264,I43P44,16,16,0%,2,2,0%
3265,I43P45,16,16,0%,2,2,0%
3266,I43P46,16,16,0%,2,2,0%
3267,I43P47,16,16,0%,2,2,0%
3268,I43P48,16,16,0%,2,2,0%
3269,I43P49,16,16,0%,2,2,0%
3270,I43P50,16,16,0%,2,2,0%
3271,I43P51,16,16,0%,2,2,0%
3272,I43P52,16,16,0%,2,2,0%
3273,I43P53,16,16,0%,2,2,0%
3274,I43P54,16,16,0%,2,2,0%
3275,I43P55,16,16,0%,2,2,0%
3276,I43P56,16,16,0%,2,2,0%
3277,I43P57,16,16,0%,2,2,0%
3278,I43P58,16,16,0%,2,2,0%
3279,I43P59,16,16,0%,2,2,0%
3280,I43P60,16,16,0%,2,2,0%
3281,I43P61,16,16,0%,2,2,0%
3282,I43P62,16,16,0%,2,2,0%
3283,I43P63,16,16,0%,2,2,0%
3284,I43P64,16,16,0%,2,2,0%
3285,I43P65,16,16,0%,2,2,0%
3286,I43P66,16,16,0%,2,2,0%
3287,I44P00,66,42,36%,3,3,0%
3288,I44P01,66,42,36%,3,3,0%
3289,I44P02,66,42,36%,3,3,0%
3290,I44P03,66,42,36%,3,3,0%
3291,I44P04,66,42,36%,3,3,0%
3292,I44P05,66,42,36%,3,3,0%
3293,I44P06,66,42,36%,3,3,0%
3294,I44P07,66,42,36%,3,3,0%
3295,I44P08,66,42,36%,3,3,0%
3296,I44P09,66,42,36%,3,3,0%
3297,I44P10,66,42,36%,3,3,0%
3298,I44P11,66,42,36%,3,3,0%
3299,I44P12,66,42,36%,3,3,0%
3300,I44P13,66,42,36%,3,3,0%
3301,I44P14,66,42,36%,3,3,0%
3302,I44P15,66,42,36%,3,3,0%
3303,I44P16,66,42,36%,3,3,0%
3304,I44P17,66,42,36%,3,3,0%
3305,I44P18,66,42,36%,3,3,0%
3306,I44P19,66,42,36%,3,3,0%
3307,I44P20,66,42,36%,3,3,0%
3308,I44P21,66,42,36%,3,3,0%
3309,I44P22,66,42,36%,3,3,0%
3310,I44P23,66,42,36%,3,3,0%
3311,I44P24,66,42,36%,3,3,0%
3312,I44P25,66,42,36%,3,3,0%
3313,I44P26,66,42,36%,3,3,0%
3314,I44P27,66,42,36%,3,3,0%
3315,I44P28,66,42,36%,3,3,0%
3316,I45P00,19,19,0%,2,2,0%
3317,I45P01,19,19,0%,2,2,0%
3318,I45P02,19,19,0%,2,2,0%
3319,I45P03,19,19,0%,2,2,0%
3320,I45P04,19,19,0%,2,2,0%
3321,I45P05,19,19,0%,2,2,0%
3322,I45P06,19,19,0%,2,2,0%
3323,I45P07,19,19,0%,2,2,0%
3324,I45P08,19,19,0%,2,2,0%
3325,I45P09,19,19,0%,2,2,0%
3326,I45P10,19,19,0%,2,2,0%
3327,I45P11,19,19,0%,2,2,0%
3328,I45P12,19,19,0%,2,2,0%
3329,I45P13,19,19,0%,2,2,0%
3330,I45P14,19,19,0%,2,2,0%
3331,I45P15,19,19,0%,2,2,0%
3332,I45P16,19,19,0%,2,2,0%
3333,I45P17,19,19,0%,2,2,0%
3334,I45P18,19,19,0%,2,2,0%
3335,I45P19,19,19,0%,2,2,0%
3336,I45P20,19,19,0%,2,2,0%
3337,I45P21,19,19,0%,2,2,0%
3338,I45P22,19,19,0%,2,2,0%
3339,I45P23,19,19,0%,2,2,0%
3340,I45P24,19,19,0%,2,2,0%
3341,I45P25,19,19,0%,2,2,0%
3342,I45P26,19,19,0%,2,2,0%
3343,I45P27,19,19,0%,2,2,0%
3344,I45P28,19,19,0%,2,2,0%
3345,I45P29,19,19,0%,2,2,0%
3346,I45P30,19,19,0%,2,2,0%
3347,I45P31,19,19,0%,2,2,0%
3348,I45P32,19,19,0%,2,2,0%
3349,I45P33,19,19,0%,2,2,0%
3350,I45P34,19,19,0%,2,2,0%
3351,I45P35,19,19,0%,2,2,0%
3352,I45P36,19,19,0%,2,2,0%
3353,I45P37,19,19,0%,2,2,0%
3354,I45P38,19,19,0%,2,2,0%
3355,I45P39,19,19,0%,2,2,0%
3356,I45P40,19,19,0%,2,2,0%
3357,I45P41,19,19,0%,2,2,0%
3358,I45P42,19,19,0%,2,2,0%
3359,I45P43,19,19,0%,2,2,0%
3360,I45P44,19,19,0%,2,2,0%
3361,I45P45,19,19,0%,2,2,0%
3362,I45P46,19,19,0%,2,2,0%
3363,I45P47,19,19,0%,2,2,0%
3364,I45P48,19,19,0%,2,2,0%
3365,I45P49,19,19,0%,2,2,0%
3366,I45P50,19,19,0%,2,2,0%
3367,I45P51,19,19,0%,2,2,0%
3368,I45P52,19,19,0%,2,2,0%
3369,I45P53,19,19,0%,2,2,0%
3370,I45P54,19,19,0%,2,2,0%
3371,I45P55,19,19,0%,2,2,0%
3372,I45P56,19,19,0%,2,2,0%
3373,I45P57,19,19,0%,2,2,0%
3374,I45P58,19,19,0%,2,2,0%
3375,I45P59,19,19,0%,2,2,0%
3376,I45P60,19,19,0%,2,2,0%
3377,I45P61,19,19,0%,2,2,0%
3378,I45P62,19,19,0%,2,2,0%
3379,I45P63,19,19,0%,2,2,0%
3380,I45P64,19,19,0%,2,2,0%
3381,I45P65,19,19,0%,2,2,0%
3382,I45P66,19,19,0%,2,2,0%
3383,I46P00,10,10,0%,2,2,0%
3384,I46P01,10,10,0%,2,2,0%
3385,I46P02,10,10,0%,2,2,0%
3386,I46P03,10,10,0%,2,2,0%
3387,I46P04,10,10,0%,2,2,0%
3388,I46P05,10,10,0%,2,2,0%
3389,I46P06,10,10,0%,2,2,0%
3390,I46P07,10,10,0%,2,2,0%
3391,I46P08,10,10,0%,2,2,0%
3392,I46P09,10,10,0%,2,2,0%
3393,I46P10,10,10,0%,2,2,0%
3394,I46P11,10,10,0%,2,2,0%
3395,I46P12,10,10,0%,2,2,0%
3396,I46P13,10,10,0%,2,2,0%
3397,I46P14,10,10,0%,2,2,0%
3398,I46P15,10,10,0%,2,2,0%
3399,I46P16,10,10,0%,2,2,0%
3400,I46P17,10,10,0%,2,2,0%
3401,I46P18,10,10,0%,2,2,0%
3402,I46P19,10,10,0%,2,2,0%
3403,I46P20,10,10,0%,2,2,0%
3404,I46P21,10,10,0%,2,2,0%
3405,I46P22,10,10,0%,2,2,0%
3406,I46P23,10,10,0%,2,2,0%
3407,I46P24,10,10,0%,2,2,0%
3408,I46P25,10,10,0%,2,2,0%
3409,I46P26,10,10,0%,2,2,0%
3410,I46P27,10,10,0%,2,2,0%
3411,I46P28,10,10,0%,2,2,0%
3412,I46P29,10,10,0%,2,2,0%
3413,I46P30,10,10,0%,2,2,0%
3414,I46P31,10,10,0%,2,2,0%
3415,I46P32,10,10,0%,2,2,0%
