entity,orig_node,final_node,node_reduce,orig_arc,final_arc,arc_reduce,orig_sdArc,final_sdArc,sdArc_reduce
I78P44,3,3,0%,2,2,0%,2,2,0%
I78P45,3,3,0%,2,2,0%,2,2,0%
I78P46,3,3,0%,2,2,0%,2,2,0%
I78P47,3,3,0%,2,2,0%,2,2,0%
I78P48,3,3,0%,2,2,0%,2,2,0%
I78P49,3,3,0%,2,2,0%,2,2,0%
I78P50,3,3,0%,2,2,0%,2,2,0%
I78P51,3,3,0%,2,2,0%,2,2,0%
I78P52,3,3,0%,2,2,0%,2,2,0%
I78P53,3,3,0%,2,2,0%,2,2,0%
I78P54,3,3,0%,2,2,0%,2,2,0%
I78P55,3,3,0%,2,2,0%,2,2,0%
I78P56,3,3,0%,2,2,0%,2,2,0%
I78P57,3,3,0%,2,2,0%,2,2,0%
I78P58,3,3,0%,2,2,0%,2,2,0%
I78P59,3,3,0%,2,2,0%,2,2,0%
I78P60,3,3,0%,2,2,0%,2,2,0%
I78P61,3,3,0%,2,2,0%,2,2,0%
I78P62,3,3,0%,2,2,0%,2,2,0%
I78P63,3,3,0%,2,2,0%,2,2,0%
I78P64,3,3,0%,2,2,0%,2,2,0%
I78P65,3,3,0%,2,2,0%,2,2,0%
I78P66,3,3,0%,2,2,0%,2,2,0%
I78P67,3,3,0%,2,2,0%,2,2,0%
I78P68,3,3,0%,2,2,0%,2,2,0%
I78P69,3,3,0%,2,2,0%,2,2,0%
I78P70,3,3,0%,2,2,0%,2,2,0%
I78P71,3,3,0%,2,2,0%,2,2,0%
I78P72,3,3,0%,2,2,0%,2,2,0%
I78P73,3,3,0%,2,2,0%,2,2,0%
I78P74,3,3,0%,2,2,0%,2,2,0%
I78P75,3,3,0%,2,2,0%,2,2,0%
I78P76,3,3,0%,2,2,0%,2,2,0%
I78P77,3,3,0%,2,2,0%,2,2,0%
I78P78,3,3,0%,2,2,0%,2,2,0%
I78P79,3,3,0%,2,2,0%,2,2,0%
I78P80,3,3,0%,2,2,0%,2,2,0%
I78P81,3,3,0%,2,2,0%,2,2,0%
I78P82,3,3,0%,2,2,0%,2,2,0%
I78P83,3,3,0%,2,2,0%,2,2,0%
I78P84,3,3,0%,2,2,0%,2,2,0%
I78P85,3,3,0%,2,2,0%,2,2,0%
I78P86,3,3,0%,2,2,0%,2,2,0%
I78P87,3,3,0%,2,2,0%,2,2,0%
I78P88,3,3,0%,2,2,0%,2,2,0%
I78P89,3,3,0%,2,2,0%,2,2,0%
I78P90,3,3,0%,2,2,0%,2,2,0%
I78P91,3,3,0%,2,2,0%,2,2,0%
I78P92,3,3,0%,2,2,0%,2,2,0%
I78P93,3,3,0%,2,2,0%,2,2,0%
I78P94,3,3,0%,2,2,0%,2,2,0%
I78P95,3,3,0%,2,2,0%,2,2,0%
I79P00,3,3,0%,2,2,0%,2,2,0%
I79P01,3,3,0%,2,2,0%,2,2,0%
I79P02,3,3,0%,2,2,0%,2,2,0%
I79P03,3,3,0%,2,2,0%,2,2,0%
I79P04,3,3,0%,2,2,0%,2,2,0%
I79P05,3,3,0%,2,2,0%,2,2,0%
I79P06,3,3,0%,2,2,0%,2,2,0%
I79P07,3,3,0%,2,2,0%,2,2,0%
I79P08,3,3,0%,2,2,0%,2,2,0%
I79P09,3,3,0%,2,2,0%,2,2,0%
I79P10,3,3,0%,2,2,0%,2,2,0%
I79P11,3,3,0%,2,2,0%,2,2,0%
I79P12,3,3,0%,2,2,0%,2,2,0%
I79P13,3,3,0%,2,2,0%,2,2,0%
I79P14,3,3,0%,2,2,0%,2,2,0%
I79P15,3,3,0%,2,2,0%,2,2,0%
I79P16,3,3,0%,2,2,0%,2,2,0%
I79P17,3,3,0%,2,2,0%,2,2,0%
I79P18,3,3,0%,2,2,0%,2,2,0%
I79P19,3,3,0%,2,2,0%,2,2,0%
I79P20,3,3,0%,2,2,0%,2,2,0%
I79P21,3,3,0%,2,2,0%,2,2,0%
I79P22,3,3,0%,2,2,0%,2,2,0%
I79P23,3,3,0%,2,2,0%,2,2,0%
I79P24,3,3,0%,2,2,0%,2,2,0%
I79P25,3,3,0%,2,2,0%,2,2,0%
I79P26,3,3,0%,2,2,0%,2,2,0%
I79P27,3,3,0%,2,2,0%,2,2,0%
I79P28,3,3,0%,2,2,0%,2,2,0%
I79P29,3,3,0%,2,2,0%,2,2,0%
I79P30,3,3,0%,2,2,0%,2,2,0%
I79P31,3,3,0%,2,2,0%,2,2,0%
I79P32,3,3,0%,2,2,0%,2,2,0%
I79P33,3,3,0%,2,2,0%,2,2,0%
I79P34,3,3,0%,2,2,0%,2,2,0%
I79P35,3,3,0%,2,2,0%,2,2,0%
I79P36,3,3,0%,2,2,0%,2,2,0%
I79P37,3,3,0%,2,2,0%,2,2,0%
I79P38,3,3,0%,2,2,0%,2,2,0%
I79P39,3,3,0%,2,2,0%,2,2,0%
I79P40,3,3,0%,2,2,0%,2,2,0%
I79P41,3,3,0%,2,2,0%,2,2,0%
I79P42,3,3,0%,2,2,0%,2,2,0%
I79P43,3,3,0%,2,2,0%,2,2,0%
I79P44,3,3,0%,2,2,0%,2,2,0%
I79P45,3,3,0%,2,2,0%,2,2,0%
I79P46,3,3,0%,2,2,0%,2,2,0%
I79P47,3,3,0%,2,2,0%,2,2,0%
I79P48,3,3,0%,2,2,0%,2,2,0%
I79P49,3,3,0%,2,2,0%,2,2,0%
I79P50,3,3,0%,2,2,0%,2,2,0%
I79P51,3,3,0%,2,2,0%,2,2,0%
I79P52,3,3,0%,2,2,0%,2,2,0%
I79P53,3,3,0%,2,2,0%,2,2,0%
I79P54,3,3,0%,2,2,0%,2,2,0%
I79P55,3,3,0%,2,2,0%,2,2,0%
I80P00,10,10,0%,10,10,0%,3,3,0%
I80P01,10,10,0%,10,10,0%,3,3,0%
I80P02,10,10,0%,10,10,0%,3,3,0%
I80P03,10,10,0%,10,10,0%,3,3,0%
I80P04,10,10,0%,10,10,0%,3,3,0%
I80P05,10,10,0%,10,10,0%,3,3,0%
I80P06,10,10,0%,10,10,0%,3,3,0%
I80P07,10,10,0%,10,10,0%,3,3,0%
I80P08,10,10,0%,10,10,0%,3,3,0%
I80P09,10,10,0%,10,10,0%,3,3,0%
I80P10,10,10,0%,10,10,0%,3,3,0%
I80P11,10,10,0%,10,10,0%,3,3,0%
I80P12,10,10,0%,10,10,0%,3,3,0%
I80P13,10,10,0%,10,10,0%,3,3,0%
I80P14,10,10,0%,10,10,0%,3,3,0%
I80P15,10,10,0%,10,10,0%,3,3,0%
I80P16,10,10,0%,10,10,0%,3,3,0%
I80P17,10,10,0%,10,10,0%,3,3,0%
I80P18,10,10,0%,10,10,0%,3,3,0%
I80P19,10,10,0%,10,10,0%,3,3,0%
I80P20,10,10,0%,10,10,0%,3,3,0%
I80P21,10,10,0%,10,10,0%,3,3,0%
I80P22,10,10,0%,10,10,0%,3,3,0%
I80P23,10,10,0%,10,10,0%,3,3,0%
I80P24,10,10,0%,10,10,0%,3,3,0%
I80P25,10,10,0%,10,10,0%,3,3,0%
I80P26,10,10,0%,10,10,0%,3,3,0%
I80P27,10,10,0%,10,10,0%,3,3,0%
I80P28,10,10,0%,10,10,0%,3,3,0%
I80P29,10,10,0%,10,10,0%,3,3,0%
I80P30,10,10,0%,10,10,0%,3,3,0%
I80P31,10,10,0%,10,10,0%,3,3,0%
I80P32,10,10,0%,10,10,0%,3,3,0%
I80P33,10,10,0%,10,10,0%,3,3,0%
I80P34,10,10,0%,10,10,0%,3,3,0%
I80P35,10,10,0%,10,10,0%,3,3,0%
I80P36,10,10,0%,10,10,0%,3,3,0%
I80P37,10,10,0%,10,10,0%,3,3,0%
I80P38,10,10,0%,10,10,0%,3,3,0%
I80P39,10,10,0%,10,10,0%,3,3,0%
I81P00,3,3,0%,2,2,0%,2,2,0%
I81P01,3,3,0%,2,2,0%,2,2,0%
I81P02,3,3,0%,2,2,0%,2,2,0%
I81P03,3,3,0%,2,2,0%,2,2,0%
I81P04,3,3,0%,2,2,0%,2,2,0%
I81P05,3,3,0%,2,2,0%,2,2,0%
I81P06,3,3,0%,2,2,0%,2,2,0%
I81P07,3,3,0%,2,2,0%,2,2,0%
I81P08,3,3,0%,2,2,0%,2,2,0%
I81P09,3,3,0%,2,2,0%,2,2,0%
I81P10,3,3,0%,2,2,0%,2,2,0%
I81P11,3,3,0%,2,2,0%,2,2,0%
I81P12,3,3,0%,2,2,0%,2,2,0%
I81P13,3,3,0%,2,2,0%,2,2,0%
I81P14,3,3,0%,2,2,0%,2,2,0%
I81P15,3,3,0%,2,2,0%,2,2,0%
I81P16,3,3,0%,2,2,0%,2,2,0%
I81P17,3,3,0%,2,2,0%,2,2,0%
I81P18,3,3,0%,2,2,0%,2,2,0%
I81P19,3,3,0%,2,2,0%,2,2,0%
I81P20,3,3,0%,2,2,0%,2,2,0%
I81P21,3,3,0%,2,2,0%,2,2,0%
I81P22,3,3,0%,2,2,0%,2,2,0%
I81P23,3,3,0%,2,2,0%,2,2,0%
I81P24,3,3,0%,2,2,0%,2,2,0%
I81P25,3,3,0%,2,2,0%,2,2,0%
I81P26,3,3,0%,2,2,0%,2,2,0%
I81P27,3,3,0%,2,2,0%,2,2,0%
I81P28,3,3,0%,2,2,0%,2,2,0%
I81P29,3,3,0%,2,2,0%,2,2,0%
I81P30,3,3,0%,2,2,0%,2,2,0%
I81P31,3,3,0%,2,2,0%,2,2,0%
I81P32,3,3,0%,2,2,0%,2,2,0%
I81P33,3,3,0%,2,2,0%,2,2,0%
I81P34,3,3,0%,2,2,0%,2,2,0%
I81P35,3,3,0%,2,2,0%,2,2,0%
I81P36,3,3,0%,2,2,0%,2,2,0%
I81P37,3,3,0%,2,2,0%,2,2,0%
I81P38,3,3,0%,2,2,0%,2,2,0%
I81P39,3,3,0%,2,2,0%,2,2,0%
I81P40,3,3,0%,2,2,0%,2,2,0%
I81P41,3,3,0%,2,2,0%,2,2,0%
I81P42,3,3,0%,2,2,0%,2,2,0%
I81P43,3,3,0%,2,2,0%,2,2,0%
I81P44,3,3,0%,2,2,0%,2,2,0%
I81P45,3,3,0%,2,2,0%,2,2,0%
I81P46,3,3,0%,2,2,0%,2,2,0%
I81P47,3,3,0%,2,2,0%,2,2,0%
I81P48,3,3,0%,2,2,0%,2,2,0%
I81P49,3,3,0%,2,2,0%,2,2,0%
I81P50,3,3,0%,2,2,0%,2,2,0%
I81P51,3,3,0%,2,2,0%,2,2,0%
I81P52,3,3,0%,2,2,0%,2,2,0%
I81P53,3,3,0%,2,2,0%,2,2,0%
I81P54,3,3,0%,2,2,0%,2,2,0%
I81P55,3,3,0%,2,2,0%,2,2,0%
I82P00,3,3,0%,2,2,0%,2,2,0%
I82P01,3,3,0%,2,2,0%,2,2,0%
I82P02,3,3,0%,2,2,0%,2,2,0%
I82P03,3,3,0%,2,2,0%,2,2,0%
I82P04,3,3,0%,2,2,0%,2,2,0%
I82P05,3,3,0%,2,2,0%,2,2,0%
I82P06,3,3,0%,2,2,0%,2,2,0%
I82P07,3,3,0%,2,2,0%,2,2,0%
I82P08,3,3,0%,2,2,0%,2,2,0%
I82P09,3,3,0%,2,2,0%,2,2,0%
I82P10,3,3,0%,2,2,0%,2,2,0%
I82P11,3,3,0%,2,2,0%,2,2,0%
I82P12,3,3,0%,2,2,0%,2,2,0%
I82P13,3,3,0%,2,2,0%,2,2,0%
I82P14,3,3,0%,2,2,0%,2,2,0%
I82P15,3,3,0%,2,2,0%,2,2,0%
I82P16,3,3,0%,2,2,0%,2,2,0%
I82P17,3,3,0%,2,2,0%,2,2,0%
I82P18,3,3,0%,2,2,0%,2,2,0%
I82P19,3,3,0%,2,2,0%,2,2,0%
I82P20,3,3,0%,2,2,0%,2,2,0%
I82P21,3,3,0%,2,2,0%,2,2,0%
I82P22,3,3,0%,2,2,0%,2,2,0%
I82P23,3,3,0%,2,2,0%,2,2,0%
I82P24,3,3,0%,2,2,0%,2,2,0%
I82P25,3,3,0%,2,2,0%,2,2,0%
I82P26,3,3,0%,2,2,0%,2,2,0%
I82P27,3,3,0%,2,2,0%,2,2,0%
I82P28,3,3,0%,2,2,0%,2,2,0%
I82P29,3,3,0%,2,2,0%,2,2,0%
I82P30,3,3,0%,2,2,0%,2,2,0%
I82P31,3,3,0%,2,2,0%,2,2,0%
I82P32,3,3,0%,2,2,0%,2,2,0%
I82P33,3,3,0%,2,2,0%,2,2,0%
I82P34,3,3,0%,2,2,0%,2,2,0%
I82P35,3,3,0%,2,2,0%,2,2,0%
I82P36,3,3,0%,2,2,0%,2,2,0%
I82P37,3,3,0%,2,2,0%,2,2,0%
I82P38,3,3,0%,2,2,0%,2,2,0%
I82P39,3,3,0%,2,2,0%,2,2,0%
I82P40,3,3,0%,2,2,0%,2,2,0%
I82P41,3,3,0%,2,2,0%,2,2,0%
I82P42,3,3,0%,2,2,0%,2,2,0%
I82P43,3,3,0%,2,2,0%,2,2,0%
I82P44,3,3,0%,2,2,0%,2,2,0%
I82P45,3,3,0%,2,2,0%,2,2,0%
I82P46,3,3,0%,2,2,0%,2,2,0%
I82P47,3,3,0%,2,2,0%,2,2,0%
I82P48,3,3,0%,2,2,0%,2,2,0%
I82P49,3,3,0%,2,2,0%,2,2,0%
I82P50,3,3,0%,2,2,0%,2,2,0%
I82P51,3,3,0%,2,2,0%,2,2,0%
I82P52,3,3,0%,2,2,0%,2,2,0%
I82P53,3,3,0%,2,2,0%,2,2,0%
I82P54,3,3,0%,2,2,0%,2,2,0%
I82P55,3,3,0%,2,2,0%,2,2,0%
I83P00,4,4,0%,3,3,0%,3,3,0%
I83P01,4,4,0%,3,3,0%,3,3,0%
I83P02,4,4,0%,3,3,0%,3,3,0%
I83P03,4,4,0%,3,3,0%,3,3,0%
I83P04,4,4,0%,3,3,0%,3,3,0%
I83P05,4,4,0%,3,3,0%,3,3,0%
I83P06,4,4,0%,3,3,0%,3,3,0%
I83P07,4,4,0%,3,3,0%,3,3,0%
I83P08,4,4,0%,3,3,0%,3,3,0%
I83P09,4,4,0%,3,3,0%,3,3,0%
I83P10,4,4,0%,3,3,0%,3,3,0%
I83P11,4,4,0%,3,3,0%,3,3,0%
I83P12,4,4,0%,3,3,0%,3,3,0%
I83P13,4,4,0%,3,3,0%,3,3,0%
I83P14,4,4,0%,3,3,0%,3,3,0%
I83P15,4,4,0%,3,3,0%,3,3,0%
I83P16,4,4,0%,3,3,0%,3,3,0%
I83P17,4,4,0%,3,3,0%,3,3,0%
I83P18,4,4,0%,3,3,0%,3,3,0%
I83P19,4,4,0%,3,3,0%,3,3,0%
I83P20,4,4,0%,3,3,0%,3,3,0%
I83P21,4,4,0%,3,3,0%,3,3,0%
I83P22,4,4,0%,3,3,0%,3,3,0%
I83P23,4,4,0%,3,3,0%,3,3,0%
I83P24,4,4,0%,3,3,0%,3,3,0%
I83P25,4,4,0%,3,3,0%,3,3,0%
I83P26,4,4,0%,3,3,0%,3,3,0%
I83P27,4,4,0%,3,3,0%,3,3,0%
I83P28,4,4,0%,3,3,0%,3,3,0%
I83P29,4,4,0%,3,3,0%,3,3,0%
I83P30,4,4,0%,3,3,0%,3,3,0%
I83P31,4,4,0%,3,3,0%,3,3,0%
I83P32,4,4,0%,3,3,0%,3,3,0%
I83P33,4,4,0%,3,3,0%,3,3,0%
I83P34,4,4,0%,3,3,0%,3,3,0%
I83P35,4,4,0%,3,3,0%,3,3,0%
I83P36,4,4,0%,3,3,0%,3,3,0%
I83P37,4,4,0%,3,3,0%,3,3,0%
I83P38,4,4,0%,3,3,0%,3,3,0%
I83P39,4,4,0%,3,3,0%,3,3,0%
I84P00,3,3,0%,2,2,0%,2,2,0%
I84P01,3,3,0%,2,2,0%,2,2,0%
I84P02,3,3,0%,2,2,0%,2,2,0%
I84P03,3,3,0%,2,2,0%,2,2,0%
I84P04,3,3,0%,2,2,0%,2,2,0%
I84P05,3,3,0%,2,2,0%,2,2,0%
I84P06,3,3,0%,2,2,0%,2,2,0%
I84P07,3,3,0%,2,2,0%,2,2,0%
I84P08,3,3,0%,2,2,0%,2,2,0%
I84P09,3,3,0%,2,2,0%,2,2,0%
I84P10,3,3,0%,2,2,0%,2,2,0%
I84P11,3,3,0%,2,2,0%,2,2,0%
I84P12,3,3,0%,2,2,0%,2,2,0%
I84P13,3,3,0%,2,2,0%,2,2,0%
I84P14,3,3,0%,2,2,0%,2,2,0%
I84P15,3,3,0%,2,2,0%,2,2,0%
I84P16,3,3,0%,2,2,0%,2,2,0%
I84P17,3,3,0%,2,2,0%,2,2,0%
I84P18,3,3,0%,2,2,0%,2,2,0%
I84P19,3,3,0%,2,2,0%,2,2,0%
I84P20,3,3,0%,2,2,0%,2,2,0%
I84P21,3,3,0%,2,2,0%,2,2,0%
I84P22,3,3,0%,2,2,0%,2,2,0%
I84P23,3,3,0%,2,2,0%,2,2,0%
I84P24,3,3,0%,2,2,0%,2,2,0%
I84P25,3,3,0%,2,2,0%,2,2,0%
I84P26,3,3,0%,2,2,0%,2,2,0%
I84P27,3,3,0%,2,2,0%,2,2,0%
I84P28,3,3,0%,2,2,0%,2,2,0%
I84P29,3,3,0%,2,2,0%,2,2,0%
I84P30,3,3,0%,2,2,0%,2,2,0%
I84P31,3,3,0%,2,2,0%,2,2,0%
I84P32,3,3,0%,2,2,0%,2,2,0%
I84P33,3,3,0%,2,2,0%,2,2,0%
I84P34,3,3,0%,2,2,0%,2,2,0%
I84P35,3,3,0%,2,2,0%,2,2,0%
I84P36,3,3,0%,2,2,0%,2,2,0%
I84P37,3,3,0%,2,2,0%,2,2,0%
I84P38,3,3,0%,2,2,0%,2,2,0%
I84P39,3,3,0%,2,2,0%,2,2,0%
I84P40,3,3,0%,2,2,0%,2,2,0%
I84P41,3,3,0%,2,2,0%,2,2,0%
I84P42,3,3,0%,2,2,0%,2,2,0%
I84P43,3,3,0%,2,2,0%,2,2,0%
I84P44,3,3,0%,2,2,0%,2,2,0%
I84P45,3,3,0%,2,2,0%,2,2,0%
I84P46,3,3,0%,2,2,0%,2,2,0%
I84P47,3,3,0%,2,2,0%,2,2,0%
I84P48,3,3,0%,2,2,0%,2,2,0%
I84P49,3,3,0%,2,2,0%,2,2,0%
I84P50,3,3,0%,2,2,0%,2,2,0%
I84P51,3,3,0%,2,2,0%,2,2,0%
I84P52,3,3,0%,2,2,0%,2,2,0%
I84P53,3,3,0%,2,2,0%,2,2,0%
I84P54,3,3,0%,2,2,0%,2,2,0%
I84P55,3,3,0%,2,2,0%,2,2,0%
I85P00,20,20,0%,27,27,0%,2,2,0%
I85P01,20,20,0%,27,27,0%,2,2,0%
I85P02,20,20,0%,27,27,0%,2,2,0%
I85P03,20,20,0%,27,27,0%,2,2,0%
I85P04,20,20,0%,27,27,0%,2,2,0%
I85P05,20,20,0%,27,27,0%,2,2,0%
I85P06,20,20,0%,27,27,0%,2,2,0%
I85P07,20,20,0%,27,27,0%,2,2,0%
I85P08,20,20,0%,27,27,0%,2,2,0%
I85P09,20,20,0%,27,27,0%,2,2,0%
I85P10,20,20,0%,27,27,0%,2,2,0%
I85P11,20,20,0%,27,27,0%,2,2,0%
I85P12,20,20,0%,27,27,0%,2,2,0%
I85P13,20,20,0%,27,27,0%,2,2,0%
I85P14,20,20,0%,27,27,0%,2,2,0%
I85P15,20,20,0%,27,27,0%,2,2,0%
I85P16,20,20,0%,27,27,0%,2,2,0%
I85P17,20,20,0%,27,27,0%,2,2,0%
I85P18,20,20,0%,27,27,0%,2,2,0%
I85P19,20,20,0%,27,27,0%,2,2,0%
I85P20,20,20,0%,27,27,0%,2,2,0%
I85P21,20,20,0%,27,27,0%,2,2,0%
I85P22,20,20,0%,27,27,0%,2,2,0%
I85P23,20,20,0%,27,27,0%,2,2,0%
I85P24,20,20,0%,27,27,0%,2,2,0%
I85P25,20,20,0%,27,27,0%,2,2,0%
I85P26,20,20,0%,27,27,0%,2,2,0%
I85P27,20,20,0%,27,27,0%,2,2,0%
I85P28,20,20,0%,27,27,0%,2,2,0%
I85P29,20,20,0%,27,27,0%,2,2,0%
I85P30,20,20,0%,27,27,0%,2,2,0%
I85P31,20,20,0%,27,27,0%,2,2,0%
I85P32,20,20,0%,27,27,0%,2,2,0%
I85P33,20,20,0%,27,27,0%,2,2,0%
I85P34,20,20,0%,27,27,0%,2,2,0%
I85P35,20,20,0%,27,27,0%,2,2,0%
I85P36,20,20,0%,27,27,0%,2,2,0%
I85P37,20,20,0%,27,27,0%,2,2,0%
I85P38,20,20,0%,27,27,0%,2,2,0%
I85P39,20,20,0%,27,27,0%,2,2,0%
I85P40,20,20,0%,27,27,0%,2,2,0%
I85P41,20,20,0%,27,27,0%,2,2,0%
I85P42,20,20,0%,27,27,0%,2,2,0%
I85P43,20,20,0%,27,27,0%,2,2,0%
I85P44,20,20,0%,27,27,0%,2,2,0%
I85P45,20,20,0%,27,27,0%,2,2,0%
I85P46,20,20,0%,27,27,0%,2,2,0%
I85P47,20,20,0%,27,27,0%,2,2,0%
I85P48,20,20,0%,27,27,0%,2,2,0%
I85P49,20,20,0%,27,27,0%,2,2,0%
I85P50,20,20,0%,27,27,0%,2,2,0%
I85P51,20,20,0%,27,27,0%,2,2,0%
I85P52,20,20,0%,27,27,0%,2,2,0%
I85P53,20,20,0%,27,27,0%,2,2,0%
I86P00,3,3,0%,2,2,0%,2,2,0%
I86P01,3,3,0%,2,2,0%,2,2,0%
I86P02,3,3,0%,2,2,0%,2,2,0%
I86P03,3,3,0%,2,2,0%,2,2,0%
I86P04,3,3,0%,2,2,0%,2,2,0%
I86P05,3,3,0%,2,2,0%,2,2,0%
I86P06,3,3,0%,2,2,0%,2,2,0%
I86P07,3,3,0%,2,2,0%,2,2,0%
I86P08,3,3,0%,2,2,0%,2,2,0%
I86P09,3,3,0%,2,2,0%,2,2,0%
I86P10,3,3,0%,2,2,0%,2,2,0%
I86P11,3,3,0%,2,2,0%,2,2,0%
I86P12,3,3,0%,2,2,0%,2,2,0%
I86P13,3,3,0%,2,2,0%,2,2,0%
I86P14,3,3,0%,2,2,0%,2,2,0%
I86P15,3,3,0%,2,2,0%,2,2,0%
I86P16,3,3,0%,2,2,0%,2,2,0%
I86P17,3,3,0%,2,2,0%,2,2,0%
I86P18,3,3,0%,2,2,0%,2,2,0%
I86P19,3,3,0%,2,2,0%,2,2,0%
I86P20,3,3,0%,2,2,0%,2,2,0%
I86P21,3,3,0%,2,2,0%,2,2,0%
I86P22,3,3,0%,2,2,0%,2,2,0%
I86P23,3,3,0%,2,2,0%,2,2,0%
I86P24,3,3,0%,2,2,0%,2,2,0%
I86P25,3,3,0%,2,2,0%,2,2,0%
I86P26,3,3,0%,2,2,0%,2,2,0%
I86P27,3,3,0%,2,2,0%,2,2,0%
I86P28,3,3,0%,2,2,0%,2,2,0%
I86P29,3,3,0%,2,2,0%,2,2,0%
I86P30,3,3,0%,2,2,0%,2,2,0%
I86P31,3,3,0%,2,2,0%,2,2,0%
I86P32,3,3,0%,2,2,0%,2,2,0%
I86P33,3,3,0%,2,2,0%,2,2,0%
I86P34,3,3,0%,2,2,0%,2,2,0%
I86P35,3,3,0%,2,2,0%,2,2,0%
I86P36,3,3,0%,2,2,0%,2,2,0%
I86P37,3,3,0%,2,2,0%,2,2,0%
I86P38,3,3,0%,2,2,0%,2,2,0%
I86P39,3,3,0%,2,2,0%,2,2,0%
I86P40,3,3,0%,2,2,0%,2,2,0%
I86P41,3,3,0%,2,2,0%,2,2,0%
I86P42,3,3,0%,2,2,0%,2,2,0%
I86P43,3,3,0%,2,2,0%,2,2,0%
I86P44,3,3,0%,2,2,0%,2,2,0%
I86P45,3,3,0%,2,2,0%,2,2,0%
I86P46,3,3,0%,2,2,0%,2,2,0%
I86P47,3,3,0%,2,2,0%,2,2,0%
I86P48,3,3,0%,2,2,0%,2,2,0%
I86P49,3,3,0%,2,2,0%,2,2,0%
I86P50,3,3,0%,2,2,0%,2,2,0%
I86P51,3,3,0%,2,2,0%,2,2,0%
I86P52,3,3,0%,2,2,0%,2,2,0%
I86P53,3,3,0%,2,2,0%,2,2,0%
I86P54,3,3,0%,2,2,0%,2,2,0%
I86P55,3,3,0%,2,2,0%,2,2,0%
I86P56,3,3,0%,2,2,0%,2,2,0%
I86P57,3,3,0%,2,2,0%,2,2,0%
I86P58,3,3,0%,2,2,0%,2,2,0%
I87P00,6,6,0%,6,6,0%,3,3,0%
I87P01,6,6,0%,6,6,0%,3,3,0%
I87P02,6,6,0%,6,6,0%,3,3,0%
I87P03,6,6,0%,6,6,0%,3,3,0%
I87P04,6,6,0%,6,6,0%,3,3,0%
I87P05,6,6,0%,6,6,0%,3,3,0%
I87P06,6,6,0%,6,6,0%,3,3,0%
I87P07,6,6,0%,6,6,0%,3,3,0%
I87P08,6,6,0%,6,6,0%,3,3,0%
I87P09,6,6,0%,6,6,0%,3,3,0%
I87P10,6,6,0%,6,6,0%,3,3,0%
I87P11,6,6,0%,6,6,0%,3,3,0%
I87P12,6,6,0%,6,6,0%,3,3,0%
I87P13,6,6,0%,6,6,0%,3,3,0%
I87P14,6,6,0%,6,6,0%,3,3,0%
I87P15,6,6,0%,6,6,0%,3,3,0%
I87P16,6,6,0%,6,6,0%,3,3,0%
I87P17,6,6,0%,6,6,0%,3,3,0%
I87P18,6,6,0%,6,6,0%,3,3,0%
I87P19,6,6,0%,6,6,0%,3,3,0%
I87P20,6,6,0%,6,6,0%,3,3,0%
I87P21,6,6,0%,6,6,0%,3,3,0%
I87P22,6,6,0%,6,6,0%,3,3,0%
I87P23,6,6,0%,6,6,0%,3,3,0%
I87P24,6,6,0%,6,6,0%,3,3,0%
I87P25,6,6,0%,6,6,0%,3,3,0%
I87P26,6,6,0%,6,6,0%,3,3,0%
I87P27,6,6,0%,6,6,0%,3,3,0%
I87P28,6,6,0%,6,6,0%,3,3,0%
I87P29,6,6,0%,6,6,0%,3,3,0%
I87P30,6,6,0%,6,6,0%,3,3,0%
I87P31,6,6,0%,6,6,0%,3,3,0%
I87P32,6,6,0%,6,6,0%,3,3,0%
I87P33,6,6,0%,6,6,0%,3,3,0%
I87P34,6,6,0%,6,6,0%,3,3,0%
I87P35,6,6,0%,6,6,0%,3,3,0%
I87P36,6,6,0%,6,6,0%,3,3,0%
I87P37,6,6,0%,6,6,0%,3,3,0%
I87P38,6,6,0%,6,6,0%,3,3,0%
I87P39,6,6,0%,6,6,0%,3,3,0%
I87P40,6,6,0%,6,6,0%,3,3,0%
I87P41,6,6,0%,6,6,0%,3,3,0%
I87P42,6,6,0%,6,6,0%,3,3,0%
I87P43,6,6,0%,6,6,0%,3,3,0%
I88P00,4,4,0%,3,3,0%,3,3,0%
I88P01,4,4,0%,3,3,0%,3,3,0%
I88P02,4,4,0%,3,3,0%,3,3,0%
I88P03,4,4,0%,3,3,0%,3,3,0%
I88P04,4,4,0%,3,3,0%,3,3,0%
I88P05,4,4,0%,3,3,0%,3,3,0%
I88P06,4,4,0%,3,3,0%,3,3,0%
I88P07,4,4,0%,3,3,0%,3,3,0%
I88P08,4,4,0%,3,3,0%,3,3,0%
I88P09,4,4,0%,3,3,0%,3,3,0%
I88P10,4,4,0%,3,3,0%,3,3,0%
I88P11,4,4,0%,3,3,0%,3,3,0%
I88P12,4,4,0%,3,3,0%,3,3,0%
I88P13,4,4,0%,3,3,0%,3,3,0%
I88P14,4,4,0%,3,3,0%,3,3,0%
I88P15,4,4,0%,3,3,0%,3,3,0%
I88P16,4,4,0%,3,3,0%,3,3,0%
I88P17,4,4,0%,3,3,0%,3,3,0%
I88P18,4,4,0%,3,3,0%,3,3,0%
I88P19,4,4,0%,3,3,0%,3,3,0%
I88P20,4,4,0%,3,3,0%,3,3,0%
I88P21,4,4,0%,3,3,0%,3,3,0%
I88P22,4,4,0%,3,3,0%,3,3,0%
